file_name,error_type,category,score,size_bin,iou,model,threshold
000000274272.jpg,poor_localisation,person,0.7717,medium,0.5617,high_accuracy,0.7
000000256192.jpg,false_positive,person,0.948,medium,,high_accuracy,0.7
000000256192.jpg,false_positive,person,0.9117,medium,,high_accuracy,0.7
000000256192.jpg,false_positive,person,0.8394,medium,,high_accuracy,0.7
000000256192.jpg,false_positive,person,0.8224,medium,,high_accuracy,0.7
000000256192.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000256192.jpg,false_negative,person,,small,,high_accuracy,0.7
000000256192.jpg,false_negative,person,,small,,high_accuracy,0.7
000000256192.jpg,false_negative,person,,small,,high_accuracy,0.7
000000256192.jpg,poor_localisation,person,0.845,medium,0.6442,high_accuracy,0.7
000000399205.jpg,false_positive,traffic light,0.9309,small,,high_accuracy,0.7
000000399205.jpg,false_positive,person,0.928,large,,high_accuracy,0.7
000000399205.jpg,false_positive,motorcycle,0.8105,small,,high_accuracy,0.7
000000399205.jpg,false_negative,person,,small,,high_accuracy,0.7
000000399205.jpg,false_negative,person,,small,,high_accuracy,0.7
000000254814.jpg,false_positive,motorcycle,0.9352,medium,,high_accuracy,0.7
000000254814.jpg,false_positive,motorcycle,0.9349,small,,high_accuracy,0.7
000000254814.jpg,false_positive,person,0.8692,small,,high_accuracy,0.7
000000254814.jpg,false_positive,person,0.86,small,,high_accuracy,0.7
000000254814.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000254814.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000254814.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000254814.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000254814.jpg,poor_localisation,person,0.8102,small,0.6426,high_accuracy,0.7
000000213605.jpg,poor_localisation,motorcycle,0.9553,medium,0.616,high_accuracy,0.7
000000213605.jpg,poor_localisation,person,0.7954,small,0.5175,high_accuracy,0.7
000000427055.jpg,false_positive,car,0.7889,small,,high_accuracy,0.7
000000114907.jpg,false_positive,person,0.9596,medium,,high_accuracy,0.7
000000114907.jpg,false_positive,person,0.9378,medium,,high_accuracy,0.7
000000114907.jpg,false_positive,person,0.9301,medium,,high_accuracy,0.7
000000114907.jpg,false_positive,person,0.9108,medium,,high_accuracy,0.7
000000114907.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000380913.jpg,false_positive,person,0.8708,large,,high_accuracy,0.7
000000147338.jpg,false_positive,car,0.8953,small,,high_accuracy,0.7
000000147338.jpg,false_positive,car,0.7613,medium,,high_accuracy,0.7
000000147338.jpg,false_negative,truck,,medium,,high_accuracy,0.7
000000147338.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000147338.jpg,false_negative,car,,large,,high_accuracy,0.7
000000436883.jpg,false_positive,truck,0.8413,large,,high_accuracy,0.7
000000436883.jpg,false_positive,car,0.711,medium,,high_accuracy,0.7
000000436883.jpg,false_negative,person,,small,,high_accuracy,0.7
000000436883.jpg,false_negative,car,,small,,high_accuracy,0.7
000000436883.jpg,false_negative,bus,,large,,high_accuracy,0.7
000000436883.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000479912.jpg,false_negative,truck,,medium,,high_accuracy,0.7
000000015440.jpg,false_negative,bus,,medium,,high_accuracy,0.7
000000266400.jpg,false_positive,motorcycle,0.9388,large,,high_accuracy,0.7
000000266400.jpg,false_positive,bicycle,0.92,medium,,high_accuracy,0.7
000000266400.jpg,false_positive,motorcycle,0.7882,medium,,high_accuracy,0.7
000000266400.jpg,false_negative,bicycle,,medium,,high_accuracy,0.7
000000266400.jpg,false_negative,motorcycle,,medium,,high_accuracy,0.7
000000266400.jpg,false_negative,motorcycle,,large,,high_accuracy,0.7
000000266400.jpg,false_negative,motorcycle,,medium,,high_accuracy,0.7
000000266400.jpg,poor_localisation,motorcycle,0.9808,large,0.5867,high_accuracy,0.7
000000266400.jpg,poor_localisation,motorcycle,0.7487,small,0.5744,high_accuracy,0.7
000000042628.jpg,false_positive,car,0.8822,medium,,high_accuracy,0.7
000000245513.jpg,false_negative,stop sign,,small,,high_accuracy,0.7
000000480021.jpg,false_positive,car,0.9207,medium,,high_accuracy,0.7
000000480021.jpg,false_positive,person,0.7505,medium,,high_accuracy,0.7
000000031817.jpg,false_positive,person,0.9008,medium,,high_accuracy,0.7
000000031817.jpg,false_positive,motorcycle,0.8619,large,,high_accuracy,0.7
000000031817.jpg,false_positive,motorcycle,0.7435,large,,high_accuracy,0.7
000000031817.jpg,false_negative,motorcycle,,large,,high_accuracy,0.7
000000031817.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000031817.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000008762.jpg,false_positive,traffic light,0.8389,small,,high_accuracy,0.7
000000008762.jpg,false_positive,traffic light,0.7108,small,,high_accuracy,0.7
000000008762.jpg,false_negative,car,,small,,high_accuracy,0.7
000000076417.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000370208.jpg,false_positive,person,0.9288,large,,high_accuracy,0.7
000000255749.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000361103.jpg,false_positive,person,0.9645,small,,high_accuracy,0.7
000000361103.jpg,false_positive,traffic light,0.8865,medium,,high_accuracy,0.7
000000361103.jpg,false_positive,traffic light,0.8603,small,,high_accuracy,0.7
000000361103.jpg,false_positive,traffic light,0.7819,medium,,high_accuracy,0.7
000000361103.jpg,false_negative,person,,small,,high_accuracy,0.7
000000361103.jpg,poor_localisation,person,0.962,small,0.6285,high_accuracy,0.7
000000361103.jpg,poor_localisation,traffic light,0.9181,small,0.6378,high_accuracy,0.7
000000111086.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000111086.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000111086.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000111086.jpg,false_negative,car,,small,,high_accuracy,0.7
000000097994.jpg,false_positive,person,0.7537,medium,,high_accuracy,0.7
000000309173.jpg,false_negative,person,,small,,high_accuracy,0.7
000000540414.jpg,false_positive,person,0.9756,medium,,high_accuracy,0.7
000000540414.jpg,false_positive,person,0.9198,small,,high_accuracy,0.7
000000540414.jpg,false_positive,person,0.9037,medium,,high_accuracy,0.7
000000540414.jpg,false_positive,bicycle,0.8673,medium,,high_accuracy,0.7
000000540414.jpg,false_negative,person,,small,,high_accuracy,0.7
000000540414.jpg,poor_localisation,person,0.9932,medium,0.5595,high_accuracy,0.7
000000145020.jpg,false_positive,person,0.8245,small,,high_accuracy,0.7
000000145020.jpg,false_positive,person,0.792,medium,,high_accuracy,0.7
000000145020.jpg,false_positive,person,0.7881,medium,,high_accuracy,0.7
000000145020.jpg,false_negative,person,,small,,high_accuracy,0.7
000000145020.jpg,false_negative,person,,small,,high_accuracy,0.7
000000145020.jpg,false_negative,person,,small,,high_accuracy,0.7
000000145020.jpg,false_negative,person,,small,,high_accuracy,0.7
000000511599.jpg,false_positive,person,0.944,small,,high_accuracy,0.7
000000511599.jpg,false_positive,car,0.8931,small,,high_accuracy,0.7
000000511599.jpg,false_positive,person,0.8496,small,,high_accuracy,0.7
000000511599.jpg,false_positive,person,0.7882,small,,high_accuracy,0.7
000000511599.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000511599.jpg,false_negative,person,,small,,high_accuracy,0.7
000000007386.jpg,false_negative,bicycle,,medium,,high_accuracy,0.7
000000007386.jpg,false_negative,truck,,medium,,high_accuracy,0.7
000000520009.jpg,false_positive,person,0.9793,medium,,high_accuracy,0.7
000000520009.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000520009.jpg,false_negative,person,,small,,high_accuracy,0.7
000000239347.jpg,false_positive,person,0.997,large,,high_accuracy,0.7
000000239347.jpg,false_positive,person,0.9659,medium,,high_accuracy,0.7
000000239347.jpg,false_negative,person,,large,,high_accuracy,0.7
000000239347.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000210394.jpg,false_positive,person,0.9783,medium,,high_accuracy,0.7
000000210394.jpg,false_positive,person,0.9782,medium,,high_accuracy,0.7
000000210394.jpg,false_positive,person,0.9764,small,,high_accuracy,0.7
000000210394.jpg,false_positive,person,0.95,small,,high_accuracy,0.7
000000210394.jpg,false_negative,person,,small,,high_accuracy,0.7
000000210394.jpg,poor_localisation,person,0.942,small,0.6486,high_accuracy,0.7
000000210394.jpg,poor_localisation,person,0.9249,small,0.6225,high_accuracy,0.7
000000210394.jpg,poor_localisation,person,0.8087,small,0.5929,high_accuracy,0.7
000000210394.jpg,poor_localisation,motorcycle,0.7361,small,0.5006,high_accuracy,0.7
000000460347.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000460347.jpg,false_negative,person,,small,,high_accuracy,0.7
000000460347.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000543043.jpg,false_positive,car,0.8365,small,,high_accuracy,0.7
000000543043.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000184324.jpg,false_positive,person,0.9528,small,,high_accuracy,0.7
000000184324.jpg,false_positive,person,0.9459,small,,high_accuracy,0.7
000000184324.jpg,false_positive,person,0.9436,medium,,high_accuracy,0.7
000000184324.jpg,false_positive,person,0.9007,large,,high_accuracy,0.7
000000184324.jpg,false_negative,bicycle,,medium,,high_accuracy,0.7
000000184324.jpg,false_negative,bus,,medium,,high_accuracy,0.7
000000184324.jpg,false_negative,person,,small,,high_accuracy,0.7
000000184324.jpg,false_negative,car,,small,,high_accuracy,0.7
000000184324.jpg,poor_localisation,car,0.9839,small,0.6099,high_accuracy,0.7
000000184324.jpg,poor_localisation,person,0.9771,medium,0.6127,high_accuracy,0.7
000000449996.jpg,false_positive,car,0.7851,small,,high_accuracy,0.7
000000449996.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000449996.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000449996.jpg,poor_localisation,truck,0.795,small,0.5689,high_accuracy,0.7
000000442456.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000442456.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000442456.jpg,poor_localisation,car,0.9641,medium,0.5853,high_accuracy,0.7
000000436738.jpg,false_positive,bus,0.8316,medium,,high_accuracy,0.7
000000460229.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000054967.jpg,false_positive,car,0.9934,medium,,high_accuracy,0.7
000000054967.jpg,false_positive,bus,0.9867,medium,,high_accuracy,0.7
000000054967.jpg,false_positive,traffic light,0.9837,small,,high_accuracy,0.7
000000054967.jpg,false_positive,car,0.9637,small,,high_accuracy,0.7
000000054967.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000054967.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000054967.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000054967.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000054967.jpg,poor_localisation,car,0.9897,medium,0.5751,high_accuracy,0.7
000000015338.jpg,false_negative,car,,small,,high_accuracy,0.7
000000293794.jpg,false_negative,car,,small,,high_accuracy,0.7
000000293794.jpg,false_negative,car,,small,,high_accuracy,0.7
000000293794.jpg,poor_localisation,person,0.9723,large,0.5939,high_accuracy,0.7
000000332318.jpg,false_negative,truck,,medium,,high_accuracy,0.7
000000332318.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000332318.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000148719.jpg,false_positive,car,0.9417,small,,high_accuracy,0.7
000000148719.jpg,false_positive,car,0.9026,medium,,high_accuracy,0.7
000000148719.jpg,false_positive,person,0.8088,small,,high_accuracy,0.7
000000148719.jpg,false_positive,person,0.7543,small,,high_accuracy,0.7
000000148719.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000148719.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000393226.jpg,false_positive,car,0.7109,small,,high_accuracy,0.7
000000393226.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000393226.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000393226.jpg,poor_localisation,traffic light,0.9938,small,0.5566,high_accuracy,0.7
000000393226.jpg,poor_localisation,car,0.8419,small,0.6086,high_accuracy,0.7
000000100283.jpg,false_positive,car,0.8514,small,,high_accuracy,0.7
000000100283.jpg,false_negative,car,,small,,high_accuracy,0.7
000000100283.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000459634.jpg,false_positive,person,0.8026,small,,high_accuracy,0.7
000000459634.jpg,false_negative,motorcycle,,large,,high_accuracy,0.7
000000459634.jpg,poor_localisation,motorcycle,0.9116,small,0.611,high_accuracy,0.7
000000087144.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000128372.jpg,false_positive,person,0.9669,small,,high_accuracy,0.7
000000128372.jpg,false_positive,person,0.8506,medium,,high_accuracy,0.7
000000128372.jpg,false_negative,car,,small,,high_accuracy,0.7
000000128372.jpg,poor_localisation,person,0.8627,small,0.6475,high_accuracy,0.7
000000024027.jpg,false_positive,car,0.9462,small,,high_accuracy,0.7
000000024027.jpg,false_positive,car,0.9331,small,,high_accuracy,0.7
000000306437.jpg,false_positive,bicycle,0.7215,medium,,high_accuracy,0.7
000000306437.jpg,false_negative,bicycle,,medium,,high_accuracy,0.7
000000306437.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000306437.jpg,poor_localisation,bicycle,0.9655,small,0.5037,high_accuracy,0.7
000000044590.jpg,false_positive,person,0.8636,small,,high_accuracy,0.7
000000044590.jpg,false_positive,motorcycle,0.8076,medium,,high_accuracy,0.7
000000044590.jpg,false_positive,truck,0.7061,medium,,high_accuracy,0.7
000000044590.jpg,false_negative,person,,small,,high_accuracy,0.7
000000044590.jpg,false_negative,motorcycle,,small,,high_accuracy,0.7
000000044590.jpg,poor_localisation,motorcycle,0.9436,small,0.6052,high_accuracy,0.7
000000044590.jpg,poor_localisation,motorcycle,0.9183,small,0.5406,high_accuracy,0.7
000000580418.jpg,false_positive,car,0.7321,small,,high_accuracy,0.7
000000580418.jpg,false_negative,person,,small,,high_accuracy,0.7
000000580418.jpg,false_negative,stop sign,,small,,high_accuracy,0.7
000000259640.jpg,false_positive,person,0.9786,medium,,high_accuracy,0.7
000000259640.jpg,false_positive,person,0.9278,medium,,high_accuracy,0.7
000000259640.jpg,false_positive,person,0.8304,medium,,high_accuracy,0.7
000000259640.jpg,false_positive,bicycle,0.7889,large,,high_accuracy,0.7
000000259640.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000259640.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000259640.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000259640.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000259640.jpg,poor_localisation,person,0.8502,small,0.5916,high_accuracy,0.7
000000538364.jpg,false_positive,car,0.758,small,,high_accuracy,0.7
000000538364.jpg,false_negative,person,,small,,high_accuracy,0.7
000000538364.jpg,false_negative,person,,small,,high_accuracy,0.7
000000538364.jpg,false_negative,person,,small,,high_accuracy,0.7
000000538364.jpg,false_negative,car,,small,,high_accuracy,0.7
000000102805.jpg,false_positive,person,0.9829,small,,high_accuracy,0.7
000000102805.jpg,false_positive,person,0.9571,small,,high_accuracy,0.7
000000102805.jpg,false_positive,truck,0.8431,medium,,high_accuracy,0.7
000000102805.jpg,false_negative,car,,small,,high_accuracy,0.7
000000457884.jpg,false_negative,car,,small,,high_accuracy,0.7
000000457884.jpg,false_negative,motorcycle,,small,,high_accuracy,0.7
000000306893.jpg,false_positive,traffic light,0.9684,small,,high_accuracy,0.7
000000306893.jpg,false_positive,traffic light,0.8902,small,,high_accuracy,0.7
000000306893.jpg,false_positive,traffic light,0.7825,small,,high_accuracy,0.7
000000306893.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000306893.jpg,false_negative,person,,small,,high_accuracy,0.7
000000306893.jpg,false_negative,person,,small,,high_accuracy,0.7
000000306893.jpg,false_negative,person,,small,,high_accuracy,0.7
000000142324.jpg,false_positive,person,0.9949,large,,high_accuracy,0.7
000000142324.jpg,false_positive,person,0.9575,large,,high_accuracy,0.7
000000142324.jpg,false_positive,person,0.9539,medium,,high_accuracy,0.7
000000142324.jpg,false_positive,person,0.9068,medium,,high_accuracy,0.7
000000142324.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000142324.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000142324.jpg,false_negative,person,,small,,high_accuracy,0.7
000000142324.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000142324.jpg,poor_localisation,person,0.9748,medium,0.6236,high_accuracy,0.7
000000142324.jpg,poor_localisation,bicycle,0.9624,medium,0.5912,high_accuracy,0.7
000000142324.jpg,poor_localisation,person,0.7802,small,0.5622,high_accuracy,0.7
000000190753.jpg,false_positive,person,0.9062,small,,high_accuracy,0.7
000000190753.jpg,false_positive,person,0.872,small,,high_accuracy,0.7
000000190753.jpg,false_negative,bicycle,,medium,,high_accuracy,0.7
000000166747.jpg,false_positive,person,0.9534,medium,,high_accuracy,0.7
000000166747.jpg,false_positive,person,0.9178,medium,,high_accuracy,0.7
000000166747.jpg,false_positive,person,0.8889,medium,,high_accuracy,0.7
000000166747.jpg,false_negative,person,,small,,high_accuracy,0.7
000000166747.jpg,false_negative,person,,small,,high_accuracy,0.7
000000166747.jpg,false_negative,person,,small,,high_accuracy,0.7
000000166747.jpg,false_negative,person,,small,,high_accuracy,0.7
000000466416.jpg,false_positive,car,0.7622,small,,high_accuracy,0.7
000000466416.jpg,false_positive,car,0.7336,small,,high_accuracy,0.7
000000466416.jpg,false_negative,car,,small,,high_accuracy,0.7
000000466416.jpg,false_negative,car,,small,,high_accuracy,0.7
000000466416.jpg,false_negative,car,,small,,high_accuracy,0.7
000000466416.jpg,false_negative,car,,small,,high_accuracy,0.7
000000466416.jpg,poor_localisation,car,0.7449,small,0.6063,high_accuracy,0.7
000000224051.jpg,false_negative,car,,medium,,lightweight,0.5
000000224051.jpg,false_negative,car,,small,,lightweight,0.5
000000157365.jpg,false_negative,car,,medium,,lightweight,0.5
000000157365.jpg,false_negative,car,,medium,,lightweight,0.5
000000157365.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000157365.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000507797.jpg,false_negative,bus,,large,,lightweight,0.5
000000507797.jpg,false_negative,person,,medium,,lightweight,0.5
000000507797.jpg,false_negative,person,,small,,lightweight,0.5
000000507797.jpg,false_negative,person,,small,,lightweight,0.5
000000507797.jpg,poor_localisation,person,0.5663,medium,0.6226,lightweight,0.5
000000177934.jpg,false_positive,person,0.6333,large,,lightweight,0.5
000000177934.jpg,false_negative,car,,medium,,lightweight,0.5
000000177934.jpg,false_negative,car,,medium,,lightweight,0.5
000000177934.jpg,false_negative,car,,small,,lightweight,0.5
000000177934.jpg,false_negative,car,,small,,lightweight,0.5
000000572555.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000572555.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000572555.jpg,false_negative,traffic light,,medium,,lightweight,0.5
000000135670.jpg,poor_localisation,bicycle,0.8312,large,0.6227,lightweight,0.5
000000319607.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000319607.jpg,false_negative,person,,medium,,lightweight,0.5
000000319607.jpg,false_negative,traffic light,,large,,lightweight,0.5
000000319607.jpg,false_negative,person,,medium,,lightweight,0.5
000000122166.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000122166.jpg,false_negative,car,,small,,lightweight,0.5
000000122166.jpg,false_negative,car,,medium,,lightweight,0.5
000000122166.jpg,false_negative,car,,medium,,lightweight,0.5
000000115946.jpg,false_negative,traffic light,,medium,,lightweight,0.5
000000115946.jpg,false_negative,person,,small,,lightweight,0.5
000000115946.jpg,false_negative,car,,medium,,lightweight,0.5
000000115946.jpg,false_negative,car,,small,,lightweight,0.5
000000219271.jpg,false_negative,truck,,large,,lightweight,0.5
000000219271.jpg,false_negative,person,,medium,,lightweight,0.5
000000219271.jpg,false_negative,person,,small,,lightweight,0.5
000000219271.jpg,false_negative,person,,small,,lightweight,0.5
000000308793.jpg,false_positive,person,0.8498,large,,lightweight,0.5
000000308793.jpg,false_negative,person,,large,,lightweight,0.5
000000125778.jpg,false_negative,car,,medium,,lightweight,0.5
000000008211.jpg,false_positive,motorcycle,0.9403,large,,lightweight,0.5
000000008211.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000476704.jpg,false_positive,car,0.7292,medium,,lightweight,0.5
000000476704.jpg,false_negative,car,,medium,,lightweight,0.5
000000476704.jpg,false_negative,car,,small,,lightweight,0.5
000000476704.jpg,false_negative,car,,small,,lightweight,0.5
000000476704.jpg,false_negative,car,,small,,lightweight,0.5
000000333745.jpg,false_positive,person,0.8378,large,,lightweight,0.5
000000509451.jpg,false_positive,person,0.8862,large,,lightweight,0.5
000000509451.jpg,false_positive,person,0.8597,medium,,lightweight,0.5
000000509451.jpg,false_positive,person,0.8173,large,,lightweight,0.5
000000509451.jpg,false_negative,person,,large,,lightweight,0.5
000000509451.jpg,false_negative,person,,large,,lightweight,0.5
000000509451.jpg,poor_localisation,person,0.8725,large,0.5212,lightweight,0.5
000000283038.jpg,false_negative,car,,small,,lightweight,0.5
000000283038.jpg,false_negative,truck,,medium,,lightweight,0.5
000000283038.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000283038.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000100723.jpg,false_negative,stop sign,,large,,lightweight,0.5
000000100723.jpg,false_negative,person,,medium,,lightweight,0.5
000000100723.jpg,false_negative,person,,medium,,lightweight,0.5
000000100723.jpg,false_negative,person,,small,,lightweight,0.5
000000033759.jpg,false_negative,car,,medium,,lightweight,0.5
000000033759.jpg,false_negative,truck,,large,,lightweight,0.5
000000221754.jpg,false_negative,car,,small,,lightweight,0.5
000000221754.jpg,false_negative,car,,small,,lightweight,0.5
000000221754.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000221754.jpg,false_negative,traffic light,,medium,,lightweight,0.5
000000028993.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000028993.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000028993.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000028993.jpg,false_negative,person,,small,,lightweight,0.5
000000333697.jpg,false_positive,stop sign,0.7683,large,,lightweight,0.5
000000333697.jpg,false_negative,stop sign,,medium,,lightweight,0.5
000000562561.jpg,false_positive,person,0.8246,large,,lightweight,0.5
000000291791.jpg,false_negative,person,,medium,,lightweight,0.5
000000291791.jpg,false_negative,person,,medium,,lightweight,0.5
000000000724.jpg,false_negative,truck,,small,,lightweight,0.5
000000000724.jpg,false_negative,car,,small,,lightweight,0.5
000000000724.jpg,false_negative,stop sign,,small,,lightweight,0.5
000000463522.jpg,false_positive,person,0.5363,medium,,lightweight,0.5
000000463522.jpg,false_negative,person,,small,,lightweight,0.5
000000463522.jpg,false_negative,person,,small,,lightweight,0.5
000000463522.jpg,false_negative,person,,small,,lightweight,0.5
000000463522.jpg,false_negative,person,,small,,lightweight,0.5
000000192716.jpg,false_negative,car,,medium,,lightweight,0.5
000000192716.jpg,false_negative,car,,medium,,lightweight,0.5
000000192716.jpg,false_negative,person,,small,,lightweight,0.5
000000121497.jpg,false_negative,person,,large,,lightweight,0.5
000000121497.jpg,false_negative,person,,large,,lightweight,0.5
000000121497.jpg,false_negative,person,,medium,,lightweight,0.5
000000121497.jpg,false_negative,person,,medium,,lightweight,0.5
000000441586.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000441586.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000441586.jpg,false_negative,person,,small,,lightweight,0.5
000000441586.jpg,false_negative,motorcycle,,large,,lightweight,0.5
000000032334.jpg,false_negative,person,,small,,lightweight,0.5
000000032334.jpg,false_negative,person,,medium,,lightweight,0.5
000000032334.jpg,false_negative,car,,medium,,lightweight,0.5
000000032334.jpg,poor_localisation,person,0.9174,large,0.5745,lightweight,0.5
000000146667.jpg,false_positive,person,0.5419,large,,lightweight,0.5
000000146667.jpg,false_negative,car,,medium,,lightweight,0.5
000000146667.jpg,false_negative,car,,medium,,lightweight,0.5
000000146667.jpg,false_negative,person,,medium,,lightweight,0.5
000000146667.jpg,false_negative,person,,medium,,lightweight,0.5
000000146667.jpg,poor_localisation,person,0.5427,medium,0.5617,lightweight,0.5
000000124277.jpg,false_negative,car,,small,,lightweight,0.5
000000124277.jpg,false_negative,car,,small,,lightweight,0.5
000000124277.jpg,false_negative,truck,,small,,lightweight,0.5
000000124277.jpg,false_negative,truck,,small,,lightweight,0.5
000000222094.jpg,false_positive,car,0.6803,small,,lightweight,0.5
000000222094.jpg,false_negative,car,,medium,,lightweight,0.5
000000222094.jpg,false_negative,car,,small,,lightweight,0.5
000000222094.jpg,false_negative,car,,small,,lightweight,0.5
000000222094.jpg,false_negative,car,,small,,lightweight,0.5
000000456394.jpg,false_negative,car,,small,,lightweight,0.5
000000456394.jpg,false_negative,car,,medium,,lightweight,0.5
000000074058.jpg,false_positive,bicycle,0.6561,large,,lightweight,0.5
000000074058.jpg,false_positive,bicycle,0.6035,medium,,lightweight,0.5
000000074058.jpg,false_positive,bicycle,0.5091,large,,lightweight,0.5
000000074058.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000074058.jpg,false_negative,bicycle,,medium,,lightweight,0.5
000000074058.jpg,false_negative,car,,small,,lightweight,0.5
000000074058.jpg,false_negative,car,,small,,lightweight,0.5
000000074058.jpg,poor_localisation,car,0.7301,medium,0.5359,lightweight,0.5
000000210273.jpg,false_negative,bicycle,,small,,lightweight,0.5
000000210273.jpg,false_negative,bus,,medium,,lightweight,0.5
000000210273.jpg,false_negative,bus,,medium,,lightweight,0.5
000000210273.jpg,false_negative,bus,,medium,,lightweight,0.5
000000094751.jpg,false_negative,car,,medium,,lightweight,0.5
000000094751.jpg,false_negative,traffic light,,medium,,lightweight,0.5
000000094751.jpg,false_negative,person,,small,,lightweight,0.5
000000094751.jpg,false_negative,person,,small,,lightweight,0.5
000000181816.jpg,false_negative,car,,medium,,lightweight,0.5
000000181816.jpg,false_negative,person,,small,,lightweight,0.5
000000181816.jpg,false_negative,person,,small,,lightweight,0.5
000000179265.jpg,false_negative,car,,medium,,lightweight,0.5
000000179265.jpg,false_negative,truck,,small,,lightweight,0.5
000000179265.jpg,false_negative,person,,small,,lightweight,0.5
000000179265.jpg,false_negative,person,,small,,lightweight,0.5
000000158548.jpg,false_negative,car,,small,,lightweight,0.5
000000158548.jpg,false_negative,person,,medium,,lightweight,0.5
000000158548.jpg,false_negative,person,,small,,lightweight,0.5
000000158548.jpg,false_negative,person,,small,,lightweight,0.5
000000032941.jpg,false_negative,car,,small,,lightweight,0.5
000000032941.jpg,false_negative,car,,small,,lightweight,0.5
000000032941.jpg,false_negative,car,,small,,lightweight,0.5
000000032941.jpg,false_negative,traffic light,,small,,lightweight,0.5
000000309391.jpg,false_negative,bicycle,,small,,lightweight,0.5
000000309391.jpg,false_negative,car,,small,,lightweight,0.5
000000309391.jpg,false_negative,person,,medium,,lightweight,0.5
000000309391.jpg,false_negative,person,,small,,lightweight,0.5
000000146498.jpg,false_negative,car,,small,,lightweight,0.5
000000146498.jpg,false_negative,car,,small,,lightweight,0.5
000000146498.jpg,false_negative,car,,small,,lightweight,0.5
000000146498.jpg,false_negative,car,,small,,lightweight,0.5
000000352582.jpg,false_negative,person,,large,,lightweight,0.5
000000563653.jpg,false_negative,car,,medium,,lightweight,0.5
000000563653.jpg,false_negative,car,,small,,lightweight,0.5
000000563653.jpg,false_negative,car,,small,,lightweight,0.5
000000563653.jpg,false_negative,car,,small,,lightweight,0.5
000000418696.jpg,false_positive,car,0.8111,small,,lightweight,0.5
000000418696.jpg,false_negative,car,,small,,lightweight,0.5
000000418696.jpg,false_negative,car,,medium,,lightweight,0.5
